file,grade,grade_label,year,denomination,detail,contrast,surface,luster,marks,exposure_quality
12a2_vd_4-vg08_1891_1-cent_thn.jpg,8,VG08,1891,1-cent,0.9163497567804054,0.9614347963133644,0.0,1.0,0.601618903284606,0.0
12c4_g6_7-ef45_1947_5-cent_thn.jpg,45,EF45,1947,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12a3_e7_6-vf30_1907h_1-cent_thn.jpg,30,VF30,1907h,1-cent,1.0,0.9975983566106466,0.0,1.0,0.6362565785797487,0.0
12f1_vd_3-g6_1900_25-cent_thn.jpg,6,G6,1900,25-cent,1.0,1.0,0.0,1.0,0.8900319548422643,0.0
12c2_e7_9-ms65_1909_5-cent_thn.jpg,65,MS65,1909,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c2_e7_9-ms67_1902_5-cent_thn.jpg,67,MS67,1902,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12b2_g6_9-ms63r_1949_1-cent_thn.jpg,63,MS63R,1949,1-cent,0.8212968233695908,1.0,0.0,1.0,0.647092186427313,0.0
12b1_g5b_9-ms60_1933_1-cent_thn.jpg,60,MS60,1933,1-cent,1.0,1.0,0.0,1.0,0.9839027751283811,0.0
12a3_e7_5-f15_1905_1-cent_obv_c&c_thn.jpg,15,F15,1905,1-cent,0.6863263355343426,0.33266938870658136,0.0357142857142857,1.0,0.0,0.0
12d3_g5_3-g6_1914_10-cent_thn.jpg,6,G6,1914,10-cent,0.7860901380910823,1.0,0.0,1.0,0.2324601714904957,0.0
12g2_e7_9-ms62_1907_50-cent_thn.jpg,62,MS62,1907,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12h1_g5_7-ef45_1935_1-dollar_thn.jpg,45,EF45,1935,1-dollar,0.7506800327001095,0.8292121531937134,0.0,0.9924999999999999,0.22371007812405255,0.0
12d2_e7_5-f12_1904_10-cent_thn.jpg,12,F12,1904,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c4_g6_8-au58_1938_5-cent_thn.jpg,58,AU58,1938,5-cent,0.7466867497941406,0.9738709182540465,0.0,1.0,0.3583391053346894,0.0
12a3_e7_7-ef40_1907h_1-cent_thn.jpg,40,EF40,1907h,1-cent,1.0,0.7431047886906413,0.0,1.0,0.3849294149689842,0.0
12f1_vd_2-ag3_1887_25-cent_thn.jpg,3,AG3,1887,25-cent,0.6527932187871884,0.5677135037688504,0.0,1.0,0.0,0.0
12h2_g5_3-g6_1936_1-dollar_thn.jpg,6,G6,1936,1-dollar,1.0,1.0,0.0,1.0,1.0,0.0
12b1_g5b_6-vf20_1923_1-cent_thn.jpg,20,VF20,1923,1-cent,0.5519756161574576,0.7000244954320209,0.0,1.0,0.15681493427852472,0.0
12f4_g6_9-ms65_1947ml_25-cent_thn.jpg,65,MS65,1947ml,25-cent,1.0,1.0,0.0,1.0,0.25361000856534394,0.0
12d1_vl_7-ef40_1887_10-cent_thn.jpg,40,EF40,1887,10-cent,1.0,1.0,0.0,1.0,0.9772835335143877,0.0
12f4_g6_6-vf30_1944_25-cent_thn.jpg,30,VF30,1944,25-cent,0.4883574840817548,0.7546026065215329,0.0,0.835,0.08239380339242933,0.0
12c1_vl_7-ef40_1880h_5-cent_thn.jpg,40,EF40,1880h,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12a3_e7_8-au55_1908_1-cent_thn.jpg,55,AU55,1908,1-cent,1.0,1.0,0.0,1.0,0.42822650908791265,0.0
12h3_g6_8-au58_1948_1-dollar_thn.jpg,58,AU58,1948,1-dollar,1.0,1.0,0.0,1.0,1.0,0.0
12g1_vd_3-g6_1871h_50-cent_thn.jpg,6,G6,1871h,50-cent,0.7824610673040813,0.7647249013962396,0.0,1.0,0.3462113852542565,0.0
12d1_vl_9-ms61_1887_10-cent_thn.jpg,61,MS61,1887,10-cent,0.9009158637048148,1.0,0.0,1.0,0.605699257704191,0.0
12a2_vd_9-ms65_1892_1-cent_thn.jpg,65,MS65,1892,1-cent,1.0,1.0,0.0,1.0,1.0,0.0
12a2_vd_9-ms61b_1888_1-cent_thn.jpg,61,MS61B,1888,1-cent,0.7479038121574688,0.7690047496655994,0.0,1.0,0.3427204153619449,0.0
12h2_g5_9-ms61_1936_1-dollar_thn.jpg,61,MS61,1936,1-dollar,1.0,1.0,0.0,0.9475,1.0,0.0
12f1_vd_7-ef40_1885_25-cent_thn.jpg,40,EF40,1885,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12a2_vd_6-vf30_1882h_1-cent_thn.jpg,30,VF30,1882h,1-cent,1.0,1.0,0.0,1.0,1.0,0.0
12g4_g6_7-ef45_1950_50-cent_thn.jpg,45,EF45,1950,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12h3_g6_9_ms62_1946_1-dollar_thn.jpg,62,MS62,1946,1-dollar,1.0,1.0,0.0,1.0,1.0,0.0
12f2_e7_8-au55_1904_25-cent_thn.jpg,55,AU55,1904,25-cent,1.0,1.0,0.0,1.0,0.9362533029618952,0.0
12a2_vd_8-au50_1891_1-cent_thn.jpg,50,AU50,1891,1-cent,1.0,1.0,0.0,1.0,0.8836393995849146,0.0
12f4_g6_5-f15_1938_25-cent_thn.jpg,15,F15,1938,25-cent,0.9082277152460774,1.0,0.0,1.0,0.7312608306490834,0.0
12f4_g6_9-ms62_1937_25-cent_thn.jpg,62,MS62,1937,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c1_vl_2-ag3_1875h_5-cent_thn.jpg,3,AG3,1875h,5-cent,0.5193568196765077,0.46023776668719707,0.0,1.0,0.0,0.0
12f3_g5_8-au58_1914_25-cent_thn.jpg,58,AU58,1914,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12d3_g5_4-vg08_1913_10-cent_thn.jpg,8,VG08,1913,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f3_g5_8-au50_1935_25-cent_thn.jpg,50,AU50,1935,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12d2_e7_5-f15_1909_10-cent_thn.jpg,15,F15,1909,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12h2_g5_9-ms62_1936_1-dollar_thn.jpg,62,MS62,1936,1-dollar,1.0,1.0,0.0,1.0,0.7207425837008202,0.0
12b2_g6_9-ms62_1947_1-cent_thn.jpg,62,MS62,1947,1-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c1_vl_8-au50_1901_5-cent_thn.jpg,50,AU50,1901,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c3_g5a_9-ms62_1912_5-cent_thn.jpg,62,MS62,1912,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f4_g6_4-vg08_1939_25-cent_thn.jpg,8,VG08,1939,25-cent,1.0,1.0,0.0,1.0,0.9303821263248259,0.0
12c3_g5b_9-ms63_1929_5-cent_thn.jpg,63,MS63,1929,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c4_g6_8-au53_1947_5-cent_thn.jpg,53,AU53,1947,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12g2_e7_9-ms66_1902_50-cent_thn.jpg,66,MS66,1902,50-cent,1.0,1.0,0.0,1.0,0.9304274635961546,0.0
12c1_vl_9-ms60_1901_5-cent_thn.jpg,60,MS60,1901,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12a3_e7_2-ag3_1910_1-cent_obv_c&c_thn.jpg,3,AG3,1910,1-cent,0.5164848554660081,0.7133523522200964,0.2857142857142857,0.34949511734589267,0.26655379952969377,1.0
12a2_vd_7-ef45_1888_1-cent_thn.jpg,45,EF45,1888,1-cent,1.0,1.0,0.0,1.0,0.5805144034810864,0.0
12d4_g6_8-au58_1938_10-cent_thn.jpg,58,AU58,1938,10-cent,0.6629190813581393,0.929561196468134,0.0,0.8425,0.5151833954963995,0.0
12f1_vd_9-ms60_1870_25-cent_thn.jpg,60,MS60,1870,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12h2_g5_9-ms67_1936_1-dollar_thn.jpg,67,MS67,1936,1-dollar,1.0,1.0,0.0,1.0,1.0,0.0
12b2_g6_9-ms66_1949_1-cent_thn.jpg,66,MS66,1949,1-cent,0.4610017487179094,0.9064285141198668,0.0,1.0,0.1296125714812922,0.0
12g1_vd_8-au58_1900_50-cent_thn.jpg,58,AU58,1900,50-cent,1.0,1.0,0.0,1.0,0.9885498454395749,0.0
12d1_vl_8-au53_1896_10-cent_thn.jpg,53,AU53,1896,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f2_e7_7-ef45_1906_25-cent_thn.jpg,45,EF45,1906,25-cent,1.0,1.0,0.0,1.0,0.9413990832577052,0.0
12c3_g5a_9-ms61_1917_5-cent_thn.jpg,61,MS61,1917,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f3_g5_7-ef40_1933_25-cent_thn.jpg,40,EF40,1933,25-cent,0.9264105712075695,1.0,0.0,1.0,1.0,0.0
12f4_g6_8-au53_1938_25-cent_thn.jpg,53,AU53,1938,25-cent,1.0,1.0,0.0,0.9025,1.0,0.0
12g2_e7_8-au55_1904_50-cent_thn.jpg,55,AU55,1904,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f2_e7_4-vg08_1906_25-cent_thn.jpg,8,VG08,1906,25-cent,0.989385978552435,1.0,0.0,1.0,0.8931375579282818,0.0
12c1_vl_3-g4_1875h_5-cent_thn.jpg,4,G4,1875h,5-cent,0.5249343865878386,0.597294033133631,0.0,1.0,0.0,0.0
12f2_e7_9-ms65_1902_25-cent_thn.jpg,65,MS65,1902,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c1_vl_8-au53_1872h_5-cent_thn.jpg,53,AU53,1872h,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f2_e7_8-au50_1909_25-cent_thn.jpg,50,AU50,1909,25-cent,0.8729551496274651,1.0,0.0,1.0,0.6928148245623281,0.0
12c3_g5a_9-ms63_1915_5-cent_thn.jpg,63,MS63,1915,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f1_vd_9-ms62_1872h_25-cent_thn.jpg,62,MS62,1872h,25-cent,0.9893491685140593,1.0,0.0,1.0,0.9536628151521241,0.0
12c4_g6_9-ms67_1949_5-cent_thn.jpg,67,MS67,1949,5-cent,1.0,1.0,0.0,1.0,0.4526632983340933,0.0
12f2_e7_3-g6_1906_25-cent_thn.jpg,6,G6,1906,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12g2_e7_3-g6_1910_50-cent_thn.jpg,6,G6,1910,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12g3_g5_9-ms66_1929_50-cent_thn.jpg,66,MS66,1929,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12b2_g6_4-vg08_1937_1-cent_obv_c&c_thn.jpg,8,VG08,1937,1-cent,1.0,0.7887282958963032,0.2142857142857143,0.49807769132826885,0.4663098170040382,1.0
12a4_g5a_4-vg10_1917_1-cent_obv_C&C_thn.jpg,10,VG10,1917,1-cent,0.8036028391967087,0.36507813590427596,0.0,1.0,0.0,0.0
12g3_g5_5-f15_1932_50-cent_thn.jpg,15,F15,1932,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12b2_g6_9-ms64_1948_1-cent_thn.jpg,64,MS64,1948,1-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c2_e7_8-au58_1910_5-cent_thn.jpg,58,AU58,1910,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12d1_vl_6-vf25_1875h_10-cent_thn.jpg,25,VF25,1875h,10-cent,0.8031635989796071,0.827242938669479,0.0,1.0,0.23053333745902502,0.0
12f1_vd_5-f15_1880h_25-cent_thn.jpg,15,F15,1880h,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12d1_vl_9-ms65_1870_10-cent_thn.jpg,65,MS65,1870,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12h2_g5_9-ms64_1936_1-dollar_thn.jpg,64,MS64,1936,1-dollar,1.0,1.0,0.0,1.0,1.0,0.0
12f2_e7_8-au58_1905_25-cent_thn.jpg,58,AU58,1905,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12d1_vl_4-vg08_1893_10-cent_thn.jpg,8,VG08,1893,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c3_g5a_5-f15_1921_5-cent_thn.jpg,15,F15,1921,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f1_vd_8-au53_1871h_25-cent_thn.jpg,53,AU53,1871h,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c2_e7_6-vf30_1909_5-cent_thn.jpg,30,VF30,1909,5-cent,0.5311563616829196,0.8271378251914961,0.0,0.8500000000000001,0.2619293978541643,0.0
12d3_g5_9-ms65_1936_10-cent_thn.jpg,65,MS65,1936,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f3_g5_9-ms62_1936dot_25-cent_thn.jpg,62,MS62,1936dot,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c3_g5a_8-au50_1916_5-cent_thn.jpg,50,AU50,1916,5-cent,1.0,1.0,0.0,1.0,0.9329210135192344,0.0
12a4_g5a_5-f12_1918_1-cent_thn.jpg,12,F12,1918,1-cent,1.0,1.0,0.0,1.0,0.5742125227663942,0.0
12c3_g5b_7-ef45_1926_5-cent_thn.jpg,45,EF45,1926,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c3_g5a_8-au53_1915_5-cent_thn.jpg,53,AU53,1915,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12b2_g6_9-ms65_1946_1-cent_thn.jpg,65,MS65,1946,1-cent,1.0,1.0,0.0,1.0,0.6946056467798126,0.0
12g3_g5_8-au53_1920_50-cent_thn.jpg,53,AU53,1920,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c3_g5a_6-vf30_1911_5-cent_thn.jpg,30,VF30,1911,5-cent,1.0,1.0,0.0,1.0,0.8958351255723405,0.0
12g4_g6_8-au55_1938_50-cent_thn.jpg,55,AU55,1938,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f2_e7_3-g4_1906_25-cent_thn.jpg,4,G4,1906,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12h1_g5_9-ms62_1935_1-dollar_thn.jpg,62,MS62,1935,1-dollar,0.9292973073541302,1.0,0.0,0.9325,0.5549895197230164,0.0
12a2_vd_3-g4_1887_1-cent_obv-C&C_thn.jpg,4,G4,1887,1-cent,0.2547208070259227,0.5393738456644084,0.3214285714285714,0.3398662353312009,0.0,1.0
12g3_g5_8-au58_1918_50-cent_thn.jpg,58,AU58,1918,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c2_e7_9-ms64_1904_5-cent_thn.jpg,64,MS64,1904,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12g1_vd_8-au53_1871_50-cent_thn.jpg,53,AU53,1871,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12b2_g6_7-ef40_1948_1-cent_obv_c&c_thn.jpg,40,EF40,1948,1-cent,1.0,1.0,0.0,0.3332506607023886,1.0,1.0
12d1_vl_9-ms63_1888_10-cent_thn.jpg,63,MS63,1888,10-cent,1.0,1.0,0.0,1.0,0.8098303218617569,0.0
12f4_g6_9-ms67_1948_25-cent_thn.jpg,67,MS67,1948,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12a4_g5a_9-ms66r_1918_1-cent_thn.jpg,66,MS66R,1918,1-cent,1.0,1.0,0.0,1.0,0.8021456543715388,0.0
12d2_e7_9-ms66_1909_10-cent_thn.jpg,66,MS66,1909,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12a4_g5a_9-ms67_1911_1-cent_thn.jpg,67,MS67,1911,1-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f4_g6_7-ef40_1937_25-cent_thn.jpg,40,EF40,1937,25-cent,0.7275224855621928,1.0,0.0,0.88,0.5897178695608168,0.0
12g1_vd_7-ef40_1870_50-cent_thn.jpg,40,EF40,1870,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12g2_e7_8-au58_1903h_50-cent_thn.jpg,58,AU58,1903h,50-cent,1.0,1.0,0.0,1.0,0.9161462231276075,0.0
12g4_g6_9-ms65_1952_50-cent_thn.jpg,65,MS65,1952,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12a4_g5a_9-ms60_1912_1-cent_thn.jpg,60,MS60,1912,1-cent,1.0,1.0,0.0,1.0,0.9158968681352996,0.0
12f3_g5_8-au53_1921_25-cent_thn.jpg,53,AU53,1921,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12d2_e7_8-au55_1909_10-cent_thn.jpg,55,AU55,1909,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f3_g5_6-vf30_1934_25-cent_thn.jpg,30,VF30,1934,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12g1_vd_9-ms63_1901_50-cent_thn.jpg,63,MS63,1901,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12d3_g5_7-ef45_1919_10-cent_thn.jpg,45,EF45,1919,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f1_vd_6-vf35_1875h_25-cent_thn.jpg,35,VF35,1875h,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12d2_e7_6-vf30_1908_10-cent_thn.jpg,30,VF30,1908,10-cent,0.6009893343029948,0.860446822758851,0.0,1.0,0.2371525790730182,0.0
12d1_vl_6-vf30_1858_10-cent_thn.jpg,30,VF30,1858,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12h2_g5_1-f2_1936_1-dollar_thn.jpg,2,F2,1936,1-dollar,0.5617045318912902,0.31575596482397417,0.0714285714285714,1.0,0.0,0.0
12g1_vd_6-vf30_1899_50-cent_thn.jpg,30,VF30,1899,50-cent,1.0,1.0,0.0,1.0,0.7680520263323405,0.0
12d1_vl_4-vg10_1875h_10-cent_thn.jpg,10,VG10,1875h,10-cent,1.0,1.0,0.0,1.0,0.7916274074232754,0.0
12a4_g5a_8-au50_1912_1-cent_obv_c&c_thn.jpg,50,AU50,1912,1-cent,0.6699645553653535,1.0,0.0,0.7377826200483775,0.7999241280764313,1.0
12g1_vd_3-g4_1894_50-cent_thn.jpg,4,G4,1894,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c1_vl_8-au55_1871_5-cent_thn.jpg,55,AU55,1871,5-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f3_g5_5-f12_1915_25-cent_thn.jpg,12,F12,1915,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12h2_g5_6-vf30_1936_1-dollar_obv_c&c.jpg,30,VF30,1936,1-dollar,0.0,0.42774385926240394,0.1071428571428571,0.4154731659361809,0.0,1.0
12d4_g6_9-ms63_1948_10-cent_thn.jpg,63,MS63,1948,10-cent,0.672506189866558,0.9438547667032967,0.0,1.0,0.3123671122073663,0.0
12d2_e7_9-ms63_1908_10-cent_thn.jpg,63,MS63,1908,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12h3_g6_2-ag3_1951_1-dollar_thn.jpg,3,AG3,1951,1-dollar,0.5873455145669659,0.49779547764562315,0.0357142857142857,0.9475,0.0,0.0
12g2_e7_9-ms67_1903_50-cent_thn.jpg,67,MS67,1903,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c1_vl_6-vf35_1886_5-cent_thn.jpg,35,VF35,1886,5-cent,1.0,1.0,0.0,1.0,0.9149221168017321,0.0
12c3_g5a_8-au58_1920_5-cent_thn.jpg,58,AU58,1920,5-cent,0.7264061954091661,1.0,0.0,1.0,0.6053138908978967,0.0
12h1_g5_9-ms63_1935_1-dollar_thn.jpg,63,MS63,1935,1-dollar,1.0,1.0,0.0,1.0,1.0,0.0
12f3_g5_9-ms61_1930_25-cent_thn.jpg,61,MS61,1930,25-cent,0.8522912875550831,1.0,0.0,1.0,0.6782615604658087,0.0
12f4_g6_3-g4_1937_25-cent_thn.jpg,4,G4,1937,25-cent,0.8661394375894079,0.9380229645007835,0.0,1.0,0.37923958741722974,0.0
12g2_e7_6-vf35_1909_50-cent_thn.jpg,35,VF35,1909,50-cent,1.0,1.0,0.0,1.0,0.9356865870702863,0.0
12g1_vd_6-vf25_1888_50-cent_thn.jpg,25,VF25,1888,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12h1_g5_7-ef40_1935_1-dollar_thn.jpg,40,EF40,1935,1-dollar,0.96518817700486,1.0,0.0,1.0,0.43572982749281597,0.0
12g1_vd_7-ef45_1892_50-cent_thn.jpg,45,EF45,1892,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12d3_g5_9-ms64_1911_10-cent_thn.jpg,64,MS64,1911,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12f4_g6_9-ms63_1938_25-cent_thn.jpg,63,MS63,1938,25-cent,1.0,1.0,0.0,1.0,0.7833760240414482,0.0
12f1_vd_8-au55_1871h_25-cent_thn.jpg,55,AU55,1871h,25-cent,1.0,1.0,0.0,1.0,1.0,0.0
12d4_g6_9-ms62_1938_10-cent_thn.jpg,62,MS62,1938,10-cent,0.595343596687895,0.8827322106415554,0.0,0.9775,0.31864632428639417,0.0
12c3_g5b_5-f12_1932_5-cent_thn.jpg,12,F12,1932,5-cent,1.0,1.0,0.0,0.9924999999999999,1.0,0.0
12d4_g6_8-au53_1939_10-cent_thn.jpg,53,AU53,1939,10-cent,1.0,1.0,0.0,1.0,1.0,0.0
12c3_g5b_8-au50_1925_5-cent_thn.jpg,50,AU50,1925,5-cent,1.0,1.0,0.0,1.0,0.8554622854541144,0.0
12c2_e7_7-ef40_1910_5-cent_thn.jpg,40,EF40,1910,5-cent,0.4868542182910335,0.6781313537937383,0.0,0.5425,0.09599498479104564,0.0
12f3_g5_1a-p1_1912_25-cent_thn.jpg,1,P1,1912,25-cent,0.8404531181934424,0.7548242762105446,0.0,1.0,0.0,0.0
12h3_g6_9_ms66_1950_1-dollar_thn.jpg,66,MS66,1950,1-dollar,1.0,1.0,0.0,0.7975,0.6462534469077317,0.0
12g4_g6_6-vf20_1947_50-cent_thn.jpg,20,VF20,1947,50-cent,1.0,1.0,0.0,1.0,1.0,0.0
12h2_g5_1a-p1_1936_1-dollar_thn.jpg,1,P1,1936,1-dollar,0.7621749513203449,0.39962507752119,0.25,0.91,0.0,0.0
12d2_e7_9-ms64_1906_10-cent_thn.jpg,64,MS64,1906,10-cent,1.0,1.0,0.0,1.0,0.9911794071766408,0.0
12h2_g5_2-ag3_1936_1-dollar_thn.jpg,3,AG3,1936,1-dollar,0.9575765347526122,0.43998679029608334,0.0,1.0,0.0,0.0
